Model,TN,FP,FN,TP,p,AUC,Precision,Recall,F1,LinearTrans,Algorithm,Actual N,Actual P,Precision,Recall,F1,AUC
KBFC_Hard_Tomek_1_alpha_target_gamma_0_5_v2,119172,31599,10724,15897,0.654731195,0.774025355,0.334701869,0.597160137,0.428981204,0,KBFC,119172 & 31599,10724 & 15897,0.335 & Precision \cr,0.597 & Recall \cr,0.429 & F1 \cr,0.774 & AUC \cr
KBFC_Hard_Tomek_2_alpha_target_gamma_2_0_v2,117927,32844,10387,16234,0.589057712,0.774235767,0.330779575,0.609819316,0.428920112,0,KBFC,117927 & 32844,10387 & 16234,0.331 & Precision \cr,0.61 & Recall \cr,0.429 & F1 \cr,0.774 & AUC \cr
KBFC_Hard_Tomek_2_alpha_target_gamma_1_0_v2,118209,32562,10470,16151,0.63196144,0.774111555,0.331554205,0.606701476,0.428794675,0,KBFC,118209 & 32562,10470 & 16151,0.332 & Precision \cr,0.607 & Recall \cr,0.429 & F1 \cr,0.774 & AUC \cr
KBFC_Hard_Tomek_2_alpha_target_gamma_0_5_v2,118432,32339,10531,16090,0.668578763,0.772772431,0.332238947,0.604410052,0.428791657,0,KBFC,118432 & 32339,10531 & 16090,0.332 & Precision \cr,0.604 & Recall \cr,0.429 & F1 \cr,0.773 & AUC \cr
KBFC_Hard_Tomek_1_alpha_target_gamma_1_0_v2,119119,31652,10721,15900,0.63037931,0.774536195,0.334370793,0.59727283,0.42873823,0,KBFC,119119 & 31652,10721 & 15900,0.334 & Precision \cr,0.597 & Recall \cr,0.429 & F1 \cr,0.775 & AUC \cr
KBFC_Hard_Tomek_0_alpha_target_gamma_2_0_v2,116798,33973,10101,16520,0.593907001,0.774956955,0.327174063,0.620562714,0.428467529,0,KBFC,116798 & 33973,10101 & 16520,0.327 & Precision \cr,0.621 & Recall \cr,0.428 & F1 \cr,0.775 & AUC \cr
KBFC_Hard_Tomek_0_alpha_target_gamma_0_5_v1,119047,31724,10750,15871,0.654825026,0.773991668,0.333459396,0.596183464,0.42770833,0,KBFC,119047 & 31724,10750 & 15871,0.333 & Precision \cr,0.596 & Recall \cr,0.428 & F1 \cr,0.774 & AUC \cr
KBFC_Hard_Tomek_0_alpha_target_gamma_0_0_v2,116173,34598,9972,16649,0.732673287,0.77501022,0.324877553,0.625408512,0.427632102,0,KBFC,116173 & 34598,9972 & 16649,0.325 & Precision \cr,0.625 & Recall \cr,0.428 & F1 \cr,0.775 & AUC \cr
KBFC_Hard_Tomek_2_alpha_target_gamma_5_0_v2,116481,34290,10064,16557,0.54594068,0.773673493,0.32562393,0.621952594,0.427464894,0,KBFC,116481 & 34290,10064 & 16557,0.326 & Precision \cr,0.622 & Recall \cr,0.427 & F1 \cr,0.774 & AUC \cr
KBFC_Hard_Tomek_0_alpha_target_gamma_2_0_v1,117043,33728,10227,16394,0.584995036,0.774252642,0.327081919,0.615829608,0.427255116,0,KBFC,117043 & 33728,10227 & 16394,0.327 & Precision \cr,0.616 & Recall \cr,0.427 & F1 \cr,0.774 & AUC \cr
KBFC_Hard_Tomek_1_alpha_target_gamma_2_0_v2,118869,31902,10727,15894,0.585669372,0.772969548,0.332538287,0.597047444,0.42717127,0,KBFC,118869 & 31902,10727 & 15894,0.333 & Precision \cr,0.597 & Recall \cr,0.427 & F1 \cr,0.773 & AUC \cr
KBFC_Hard_Tomek_2_alpha_target_gamma_1_0_v1,116350,34421,10059,16562,0.639971508,0.775042469,0.324853382,0.622140415,0.426844653,0,KBFC,116350 & 34421,10059 & 16562,0.325 & Precision \cr,0.622 & Recall \cr,0.427 & F1 \cr,0.775 & AUC \cr
KBFC_Hard_Tomek_1_alpha_target_gamma_0_0_v2,119280,31491,10875,15746,0.713068667,0.773447602,0.333340389,0.591487923,0.426396546,0,KBFC,119280 & 31491,10875 & 15746,0.333 & Precision \cr,0.591 & Recall \cr,0.426 & F1 \cr,0.773 & AUC \cr
KBFC_Hard_Tomek_2_alpha_target_gamma_2_0_v1,114847,35924,9687,16934,0.601212635,0.774615833,0.320367777,0.636114346,0.426136229,0,KBFC,114847 & 35924,9687 & 16934,0.32 & Precision \cr,0.636 & Recall \cr,0.426 & F1 \cr,0.775 & AUC \cr
KBFC_Hard_Tomek_0_alpha_target_gamma_5_0_v1,117906,32865,10516,16105,0.54300311,0.773114673,0.328874821,0.604973517,0.426119802,0,KBFC,117906 & 32865,10516 & 16105,0.329 & Precision \cr,0.605 & Recall \cr,0.426 & F1 \cr,0.773 & AUC \cr
KBFC_Hard_Tomek_0_alpha_target_gamma_5_0_v2,116299,34472,10095,16526,0.548885443,0.773123702,0.324051923,0.6207881,0.42583456,0,KBFC,116299 & 34472,10095 & 16526,0.324 & Precision \cr,0.621 & Recall \cr,0.426 & F1 \cr,0.773 & AUC \cr
KBFC_Hard_Tomek_2_alpha_target_gamma_0_5_v1,114975,35796,9817,16804,0.685017192,0.775080757,0.31946768,0.631230983,0.424242024,0,KBFC,114975 & 35796,9817 & 16804,0.319 & Precision \cr,0.631 & Recall \cr,0.424 & F1 \cr,0.775 & AUC \cr
KBFC_Hard_Tomek_2_alpha_target_gamma_5_0_v1,113833,36938,9562,17059,0.551754084,0.773079211,0.315924958,0.640809887,0.423216888,0,KBFC,113833 & 36938,9562 & 17059,0.316 & Precision \cr,0.641 & Recall \cr,0.423 & F1 \cr,0.773 & AUC \cr
KBFC_Hard_Tomek_2_alpha_target_gamma_0_0_v1,113242,37529,9467,17154,0.746544417,0.774387202,0.313698955,0.644378498,0.421983049,0,KBFC,113242 & 37529,9467 & 17154,0.314 & Precision \cr,0.644 & Recall \cr,0.422 & F1 \cr,0.774 & AUC \cr
KBFC_Hard_Tomek_2_alpha_0_5_gamma_0_0_v1,135816,14955,15655,10966,0.591074992,0.774309774,0.423054664,0.411930431,0.417428447,0,KBFC,135816 & 14955,15655 & 10966,0.423 & Precision \cr,0.412 & Recall \cr,0.417 & F1 \cr,0.774 & AUC \cr
KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v2,137207,13564,16142,10479,0.569466138,0.775242424,0.435844111,0.393636603,0.413676534,0,KBFC,137207 & 13564,16142 & 10479,0.436 & Precision \cr,0.394 & Recall \cr,0.414 & F1 \cr,0.775 & AUC \cr
KBFC_Hard_Tomek_1_alpha_0_5_gamma_0_0_v1,138437,12334,16527,10094,0.544399473,0.775843262,0.45006242,0.379174336,0.411598484,0,KBFC,138437 & 12334,16527 & 10094,0.45 & Precision \cr,0.379 & Recall \cr,0.412 & F1 \cr,0.776 & AUC \cr
KBFC_Hard_Tomek_2_alpha_0_5_gamma_0_0_v2,138590,12181,16886,9735,0.556346162,0.774592603,0.444196019,0.365688742,0.40114737,0,KBFC,138590 & 12181,16886 & 9735,0.444 & Precision \cr,0.366 & Recall \cr,0.401 & F1 \cr,0.775 & AUC \cr
KBFC_Hard_Tomek_1_alpha_0_5_gamma_0_0_v2,138807,11964,16942,9679,0.543914057,0.774528675,0.447211567,0.36358514,0.401095801,0,KBFC,138807 & 11964,16942 & 9679,0.447 & Precision \cr,0.364 & Recall \cr,0.401 & F1 \cr,0.775 & AUC \cr
KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1,139948,10823,17330,9291,0.52711802,0.775278087,0.46191707,0.34901018,0.397613702,0,KBFC,139948 & 10823,17330 & 9291,0.462 & Precision \cr,0.349 & Recall \cr,0.398 & F1 \cr,0.775 & AUC \cr
KBFC_Medium_Tomek_0_alpha_target_gamma_1_0_v2,120352,30419,13455,13166,0.617946424,0.71580082,0.302076402,0.494571954,0.375078241,0,KBFC,120352 & 30419,13455 & 13166,0.302 & Precision \cr,0.495 & Recall \cr,0.375 & F1 \cr,0.716 & AUC \cr
KBFC_Medium_Tomek_0_alpha_target_gamma_2_0_v2,121133,29638,13658,12963,0.577946334,0.715185847,0.304288631,0.486946396,0.37454464,0,KBFC,121133 & 29638,13658 & 12963,0.304 & Precision \cr,0.487 & Recall \cr,0.375 & F1 \cr,0.715 & AUC \cr
KBFC_Medium_Tomek_0_alpha_target_gamma_0_0_v2,120952,29819,13619,13002,0.686571724,0.716233708,0.303636066,0.488411405,0.374481325,0,KBFC,120952 & 29819,13619 & 13002,0.304 & Precision \cr,0.488 & Recall \cr,0.374 & F1 \cr,0.716 & AUC \cr
KBFC_Medium_Tomek_0_alpha_target_gamma_0_5_v2,121218,29553,13725,12896,0.639839477,0.71582435,0.303799853,0.484429586,0.373428796,0,KBFC,121218 & 29553,13725 & 12896,0.304 & Precision \cr,0.484 & Recall \cr,0.373 & F1 \cr,0.716 & AUC \cr
KBFC_Medium_Tomek_0_alpha_target_gamma_5_0_v2,120799,29972,13659,12962,0.537829512,0.71390386,0.301905249,0.486908831,0.372722792,0,KBFC,120799 & 29972,13659 & 12962,0.302 & Precision \cr,0.487 & Recall \cr,0.373 & F1 \cr,0.714 & AUC \cr
KBFC_Hard_Tomek_1_alpha_balanced_gamma_0_0_v1,78901,71870,4139,22482,0.861790074,0.774151032,0.238277938,0.844521243,0.371699378,0,KBFC,78901 & 71870,4139 & 22482,0.238 & Precision \cr,0.845 & Recall \cr,0.372 & F1 \cr,0.774 & AUC \cr
KBFC_Medium_Tomek_0_alpha_target_gamma_0_0_v1,121326,29445,13915,12706,0.689018751,0.712952546,0.30144006,0.477292363,0.369521357,0,KBFC,121326 & 29445,13915 & 12706,0.301 & Precision \cr,0.477 & Recall \cr,0.37 & F1 \cr,0.713 & AUC \cr
KBFC_Medium_Tomek_0_alpha_target_gamma_2_0_v1,120588,30183,13781,12840,0.574062869,0.713296411,0.298445017,0.482325983,0.368742965,0,KBFC,120588 & 30183,13781 & 12840,0.298 & Precision \cr,0.482 & Recall \cr,0.369 & F1 \cr,0.713 & AUC \cr
KBFC_Medium_Tomek_0_alpha_target_gamma_1_0_v1,119434,31337,13536,13085,0.61893023,0.711649423,0.294561253,0.491529244,0.36837908,0,KBFC,119434 & 31337,13536 & 13085,0.295 & Precision \cr,0.492 & Recall \cr,0.368 & F1 \cr,0.712 & AUC \cr
KBFC_Medium_Tomek_0_alpha_target_gamma_0_5_v1,119176,31595,13486,13135,0.652762275,0.712471355,0.293650793,0.49340746,0.368190487,0,KBFC,119176 & 31595,13486 & 13135,0.294 & Precision \cr,0.493 & Recall \cr,0.368 & F1 \cr,0.712 & AUC \cr
KBFC_Hard_Tomek_2_alpha_balanced_gamma_0_0_v2,76526,74245,3867,22754,0.873114962,0.773234297,0.234579738,0.85473874,0.368141375,0,KBFC,76526 & 74245,3867 & 22754,0.235 & Precision \cr,0.855 & Recall \cr,0.368 & F1 \cr,0.773 & AUC \cr
KBFC_Medium_Tomek_0_alpha_target_gamma_5_0_v1,120790,29981,13868,12753,0.538240811,0.709643962,0.298427481,0.479057887,0.367770614,0,KBFC,120790 & 29981,13868 & 12753,0.298 & Precision \cr,0.479 & Recall \cr,0.368 & F1 \cr,0.71 & AUC \cr
KBFC_Hard_Tomek_1_alpha_balanced_gamma_0_0_v2,75990,74781,3808,22813,0.872600602,0.773870748,0.233754124,0.856955035,0.367328001,0,KBFC,75990 & 74781,3808 & 22813,0.234 & Precision \cr,0.857 & Recall \cr,0.367 & F1 \cr,0.774 & AUC \cr
KBFC_Hard_Tomek_2_alpha_balanced_gamma_0_0_v1,73635,77136,3629,22992,0.884313855,0.77394166,0.229626078,0.86367905,0.362809125,0,KBFC,73635 & 77136,3629 & 22992,0.23 & Precision \cr,0.864 & Recall \cr,0.363 & F1 \cr,0.774 & AUC \cr
KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v2,71571,79200,3374,23247,0.883649414,0.774324156,0.226917333,0.873257954,0.360242168,0,KBFC,71571 & 79200,3374 & 23247,0.227 & Precision \cr,0.873 & Recall \cr,0.36 & F1 \cr,0.774 & AUC \cr
KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1,70099,80672,3288,23333,0.867939763,0.774029769,0.224344983,0.876488487,0.357262449,0,KBFC,70099 & 80672,3288 & 23333,0.224 & Precision \cr,0.876 & Recall \cr,0.357 & F1 \cr,0.774 & AUC \cr
KBFC_Easy_Tomek_0_alpha_target_gamma_2_0_v1,115681,35090,14723,11898,0.584762104,0.66398528,0.253213586,0.446940385,0.323286452,0,KBFC,115681 & 35090,14723 & 11898,0.253 & Precision \cr,0.447 & Recall \cr,0.323 & F1 \cr,0.664 & AUC \cr
KBFC_Easy_Tomek_0_alpha_target_gamma_1_0_v1,116549,34222,14946,11675,0.627175024,0.663668632,0.254373924,0.43856354,0.321999729,0,KBFC,116549 & 34222,14946 & 11675,0.254 & Precision \cr,0.439 & Recall \cr,0.322 & F1 \cr,0.664 & AUC \cr
KBFC_Easy_Tomek_0_alpha_target_gamma_0_0_v1,116148,34623,14904,11717,0.710716958,0.663310946,0.25284851,0.440141242,0.321196021,0,KBFC,116148 & 34623,14904 & 11717,0.253 & Precision \cr,0.44 & Recall \cr,0.321 & F1 \cr,0.663 & AUC \cr
KBFC_Easy_Tomek_0_alpha_target_gamma_0_5_v1,115900,34871,14858,11763,0.654611522,0.66370296,0.252240854,0.441869201,0.321162886,0,KBFC,115900 & 34871,14858 & 11763,0.252 & Precision \cr,0.442 & Recall \cr,0.321 & F1 \cr,0.664 & AUC \cr
KBFC_Easy_Tomek_0_alpha_target_gamma_5_0_v1,117281,33490,15216,11405,0.540099974,0.663640178,0.254037197,0.428421171,0.318960258,0,KBFC,117281 & 33490,15216 & 11405,0.254 & Precision \cr,0.428 & Recall \cr,0.319 & F1 \cr,0.664 & AUC \cr
KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v2,54784,95987,3393,23228,0.862751619,0.715171907,0.194841253,0.872544232,0.318563635,0,KBFC,54784 & 95987,3393 & 23228,0.195 & Precision \cr,0.873 & Recall \cr,0.319 & F1 \cr,0.715 & AUC \cr
KBFC_Easy_Tomek_0_alpha_target_gamma_0_0_v2,119701,31070,15756,10865,0.697935985,0.661351031,0.25909145,0.408136434,0.316977649,0,KBFC,119701 & 31070,15756 & 10865,0.259 & Precision \cr,0.408 & Recall \cr,0.317 & F1 \cr,0.661 & AUC \cr
KBFC_Easy_Tomek_0_alpha_target_gamma_1_0_v2,120064,30707,15834,10787,0.61793647,0.661618896,0.259965296,0.405206416,0.316739537,0,KBFC,120064 & 30707,15834 & 10787,0.26 & Precision \cr,0.405 & Recall \cr,0.317 & F1 \cr,0.662 & AUC \cr
KBFC_Easy_Tomek_0_alpha_target_gamma_0_5_v2,119367,31404,15717,10904,0.65804407,0.661288637,0.257729034,0.409601442,0.316394043,0,KBFC,119367 & 31404,15717 & 10904,0.258 & Precision \cr,0.41 & Recall \cr,0.316 & F1 \cr,0.661 & AUC \cr
KBFC_Easy_Tomek_0_alpha_target_gamma_2_0_v2,120652,30119,16008,10613,0.583036511,0.661552221,0.26055681,0.398670223,0.315156015,0,KBFC,120652 & 30119,16008 & 10613,0.261 & Precision \cr,0.399 & Recall \cr,0.315 & F1 \cr,0.662 & AUC \cr
KBFC_Medium_Tomek_0_alpha_balanced_gamma_0_0_v1,50602,100169,2983,23638,0.866570797,0.71171787,0.190926199,0.887945607,0.314290771,0,KBFC,50602 & 100169,2983 & 23638,0.191 & Precision \cr,0.888 & Recall \cr,0.314 & F1 \cr,0.712 & AUC \cr
KBFC_Easy_Tomek_0_alpha_target_gamma_5_0_v2,121678,29093,16309,10312,0.537840265,0.660975407,0.261692678,0.38736336,0.312372171,0,KBFC,121678 & 29093,16309 & 10312,0.262 & Precision \cr,0.387 & Recall \cr,0.312 & F1 \cr,0.661 & AUC \cr
KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v2,142184,8587,20522,6099,0.526355762,0.715137872,0.415293474,0.229104842,0.295311873,0,KBFC,142184 & 8587,20522 & 6099,0.415 & Precision \cr,0.229 & Recall \cr,0.295 & F1 \cr,0.715 & AUC \cr
KBFC_Medium_Tomek_0_alpha_0_5_gamma_0_0_v1,141846,8925,20551,6070,0.537246147,0.713307764,0.404801598,0.228015477,0.291725505,0,KBFC,141846 & 8925,20551 & 6070,0.405 & Precision \cr,0.228 & Recall \cr,0.292 & F1 \cr,0.713 & AUC \cr
KBFC_Easy_Tomek_0_alpha_balanced_gamma_0_0_v2,35066,115705,2324,24297,0.895495172,0.661421124,0.173547521,0.9127005,0.29165504,0,KBFC,35066 & 115705,2324 & 24297,0.174 & Precision \cr,0.913 & Recall \cr,0.292 & F1 \cr,0.661 & AUC \cr
KBFC_Easy_Tomek_0_alpha_balanced_gamma_0_0_v1,28299,122472,1613,25008,0.892452029,0.663017607,0.169568755,0.939408737,0.287296339,0,KBFC,28299 & 122472,1613 & 25008,0.17 & Precision \cr,0.939 & Recall \cr,0.287 & F1 \cr,0.663 & AUC \cr
KBFC_Easy_Tomek_0_alpha_0_5_gamma_0_0_v1,146506,4265,24397,2224,0.545564748,0.663649234,0.342733852,0.083543068,0.134353775,0,KBFC,146506 & 4265,24397 & 2224,0.343 & Precision \cr,0.084 & Recall \cr,0.134 & F1 \cr,0.664 & AUC \cr
KBFC_Easy_Tomek_0_alpha_0_5_gamma_0_0_v2,147697,3074,24982,1639,0.522439113,0.661853592,0.347761503,0.061567935,0.104629683,0,KBFC,147697 & 3074,24982 & 1639,0.348 & Precision \cr,0.062 & Recall \cr,0.105 & F1 \cr,0.662 & AUC \cr
LRC_Hard_Tomek_2_v1,139650,11121,18275,8346,0.518066553,0.755173282,0.428725533,0.313511889,0.362186946,0,LRC_,139650 & 11121,18275 & 8346,0.429 & Precision \cr,0.314 & Recall \cr,0.362 & F1 \cr,0.755 & AUC \cr
LRC_Hard_Tomek_2_v2,139499,11272,18362,8259,0.521518373,0.752760059,0.422866211,0.310243792,0.357914551,0,LRC_,139499 & 11272,18362 & 8259,0.423 & Precision \cr,0.31 & Recall \cr,0.358 & F1 \cr,0.753 & AUC \cr
LRC_Hard_Tomek_1_v1,139993,10778,18471,8150,0.516349253,0.755176977,0.430579034,0.306149281,0.357866659,0,LRC_,139993 & 10778,18471 & 8150,0.431 & Precision \cr,0.306 & Recall \cr,0.358 & F1 \cr,0.755 & AUC \cr
LRC_Hard_Tomek_1_v2,139870,10901,18556,8065,0.519814946,0.752742065,0.425234628,0.302956313,0.353839224,0,LRC_,139870 & 10901,18556 & 8065,0.425 & Precision \cr,0.303 & Recall \cr,0.354 & F1 \cr,0.753 & AUC \cr
LRC_Hard_Tomek_0_v1,141742,9029,19362,7259,0.488099437,0.755148242,0.445665518,0.272679464,0.338354516,0,LRC_,141742 & 9029,19362 & 7259,0.446 & Precision \cr,0.273 & Recall \cr,0.338 & F1 \cr,0.755 & AUC \cr
LRC_Hard_Tomek_0_v2,141577,9194,19432,7189,0.492403465,0.752653873,0.438808518,0.270049961,0.334351558,0,LRC_,141577 & 9194,19432 & 7189,0.439 & Precision \cr,0.27 & Recall \cr,0.334 & F1 \cr,0.753 & AUC \cr
LRC_Medium_Tomek_0_v2,144534,6237,21944,4677,0.491975899,0.705309632,0.428532157,0.175688366,0.249219157,0,LRC_,144534 & 6237,21944 & 4677,0.429 & Precision \cr,0.176 & Recall \cr,0.249 & F1 \cr,0.705 & AUC \cr
LRC_Medium_Tomek_0_v1,144388,6383,22099,4522,0.49935321,0.701345896,0.414672165,0.169865895,0.241017989,0,LRC_,144388 & 6383,22099 & 4522,0.415 & Precision \cr,0.17 & Recall \cr,0.241 & F1 \cr,0.701 & AUC \cr
LRC_Easy_Tomek_0_v1,148628,2143,25545,1076,0.540319039,0.659524177,0.334265289,0.040419218,0.072134112,0,LRC_,148628 & 2143,25545 & 1076,0.334 & Precision \cr,0.04 & Recall \cr,0.072 & F1 \cr,0.66 & AUC \cr
LRC_Easy_Tomek_0_v2,148638,2133,25562,1059,0.561975437,0.657595387,0.331766907,0.039780624,0.071059009,0,LRC_,148638 & 2133,25562 & 1059,0.332 & Precision \cr,0.04 & Recall \cr,0.071 & F1 \cr,0.658 & AUC \cr
RUSBoost_Hard_Tomek_2_v1,63777,86994,3111,23510,0.500454419,0.75499801,0.212752479,0.883137373,0.342912557,0,RUSB,63777 & 86994,3111 & 23510,0.213 & Precision \cr,0.883 & Recall \cr,0.343 & F1 \cr,0.755 & AUC \cr
RUSBoost_Hard_Tomek_2_v2,64135,86636,3207,23414,0.500469013,0.752631737,0.212757837,0.879531197,0.342646764,0,RUSB,64135 & 86636,3207 & 23414,0.213 & Precision \cr,0.88 & Recall \cr,0.343 & F1 \cr,0.753 & AUC \cr
RUSBoost_Hard_Tomek_0_v1,63151,87620,3037,23584,0.500439736,0.754715699,0.212078702,0.885917133,0.342244856,0,RUSB,63151 & 87620,3037 & 23584,0.212 & Precision \cr,0.886 & Recall \cr,0.342 & F1 \cr,0.755 & AUC \cr
RUSBoost_Hard_Tomek_1_v1,63011,87760,3033,23588,0.500446784,0.754771765,0.211840356,0.88606739,0.341945654,0,RUSB,63011 & 87760,3033 & 23588,0.212 & Precision \cr,0.886 & Recall \cr,0.342 & F1 \cr,0.755 & AUC \cr
RUSBoost_Hard_Tomek_1_v2,63493,87278,3133,23488,0.500464971,0.752628015,0.212050629,0.882310958,0.341938387,0,RUSB,63493 & 87278,3133 & 23488,0.212 & Precision \cr,0.882 & Recall \cr,0.342 & F1 \cr,0.753 & AUC \cr
RUSBoost_Hard_Tomek_0_v2,62790,87981,3101,23520,0.500451968,0.751845459,0.210939812,0.883513016,0.340582259,0,RUSB,62790 & 87981,3101 & 23520,0.211 & Precision \cr,0.884 & Recall \cr,0.341 & F1 \cr,0.752 & AUC \cr
RUSBoost_Medium_Tomek_0_v2,43273,107498,2544,24077,0.500438213,0.705219372,0.18299069,0.904436347,0.30440895,0,RUSB,43273 & 107498,2544 & 24077,0.183 & Precision \cr,0.904 & Recall \cr,0.304 & F1 \cr,0.705 & AUC \cr
RUSBoost_Medium_Tomek_0_v1,43039,107732,2551,24070,0.50044223,0.701316297,0.182622418,0.904173397,0.303884427,0,RUSB,43039 & 107732,2551 & 24070,0.183 & Precision \cr,0.904 & Recall \cr,0.304 & F1 \cr,0.701 & AUC \cr
RUSBoost_Easy_Tomek_0_v1,31685,119086,1957,24664,0.500476894,0.659446771,0.171575652,0.926486608,0.289547569,0,RUSB,31685 & 119086,1957 & 24664,0.172 & Precision \cr,0.926 & Recall \cr,0.29 & F1 \cr,0.659 & AUC \cr
RUSBoost_Easy_Tomek_0_v2,31987,118784,2089,24532,0.500507183,0.657459256,0.171174188,0.921528117,0.288733476,0,RUSB,31987 & 118784,2089 & 24532,0.171 & Precision \cr,0.922 & Recall \cr,0.289 & F1 \cr,0.657 & AUC \cr
