p,Filename,Neg,Pos,mPrec,TN,FP,FN,TP,Prec,Rec,$\hat{p}
0.99,AdaBoost_Hard_Tomek_0_v1_Train_Transformed_95,153,212,0.5808219178082191,419391,1179,76751,2175,0.648479427549195,0.02755745888553835,0.006714768486634527
0.5,AdaBoost_Hard_Tomek_0_v1_Test,173694,29965,0.14713319814002818,176994,3251,29998,3827,0.5406894602995196,0.11314116777531412,0.033063951044051014
0.81,AdaBoost_Hard_Tomek_0_v1_Test_Transformed_100,62,102,0.6219512195121951,179924,321,33175,650,0.6694129763130793,0.019216555801921657,0.004535899472135283
0.94,AdaBoost_Hard_Tomek_0_v1_Test_Transformed_98,57,71,0.5546875,179886,359,33109,716,0.666046511627907,0.021167775314116778,0.005021721866679123
0.99,AdaBoost_Hard_Tomek_0_v1_Test_Transformed_95,66,86,0.5657894736842105,179710,535,32910,915,0.6310344827586207,0.0270509977827051,0.006773485308543934
0.55,Bagging_Hard_Tomek_0_v1_Train,212,31,0.12757201646090535,379101,41469,2796,76130,0.6473694504204968,0.964574411474039,0.23543531880135177
0.55,Bagging_Hard_Tomek_0_v1_Train_Transformed_100,212,31,0.12757201646090535,379101,41469,2796,76130,0.6473694504204968,0.964574411474039,0.23543531880135177
0.55,Bagging_Hard_Tomek_0_v1_Train_Transformed_98,212,31,0.12757201646090535,379101,41469,2796,76130,0.6473694504204968,0.964574411474039,0.23543531880135177
0.55,Bagging_Hard_Tomek_0_v1_Train_Transformed_95,212,31,0.12757201646090535,379101,41469,2796,76130,0.6473694504204968,0.964574411474039,0.23543531880135177
0.9,Bagging_Hard_Tomek_0_v1_Test,2658,3284,0.5526758667115449,179188,1057,31742,2083,0.663375796178344,0.06158167036215817,0.014668099219881348
0.9,Bagging_Hard_Tomek_0_v1_Test_Transformed_100,2658,3284,0.5526758667115449,179188,1057,31742,2083,0.663375796178344,0.06158167036215817,0.014668099219881348
0.9,Bagging_Hard_Tomek_0_v1_Test_Transformed_98,2658,3284,0.5526758667115449,179188,1057,31742,2083,0.663375796178344,0.06158167036215817,0.014668099219881348
0.9,Bagging_Hard_Tomek_0_v1_Test_Transformed_95,2658,3284,0.5526758667115449,179188,1057,31742,2083,0.663375796178344,0.06158167036215817,0.014668099219881348
0.5,RUSBoost_Hard_Tomek_0_v1_Train,294378,25747,0.08042795782897305,294378,126192,25747,53179,0.296474903969984,0.6737830372754225,0.3591039768086231
0.79,RUSBoost_Hard_Tomek_0_v1_Train_Transformed_100,215,344,0.6153846153846154,419611,959,77051,1875,0.6616090331686661,0.02375643007373996,0.005673719108861733
0.93,RUSBoost_Hard_Tomek_0_v1_Train_Transformed_98,133,209,0.6111111111111112,419662,908,77110,1816,0.6666666666666666,0.023008894407419607,0.005453497125102103
0.99,RUSBoost_Hard_Tomek_0_v1_Train_Transformed_95,133,202,0.6029850746268657,419415,1155,76769,2157,0.6512681159420289,0.02732939715683045,0.006630683729199033
0.5,RUSBoost_Hard_Tomek_0_v1_Test,126395,11284,0.08195875914264339,126395,53850,11284,22541,0.29507402704507074,0.66640059127864,0.356850562899986
0.81,RUSBoost_Hard_Tomek_0_v1_Test_Transformed_100,82,116,0.5858585858585859,179876,369,33083,742,0.6678667866786678,0.021936437546193645,0.0051898911570981456
0.93,RUSBoost_Hard_Tomek_0_v1_Test_Transformed_98,51,77,0.6015625,179845,400,33041,784,0.6621621621621622,0.023178122690317812,0.005530901107114496
0.99,RUSBoost_Hard_Tomek_0_v1_Test_Transformed_95,66,87,0.5686274509803921,179752,493,32904,921,0.6513437057991514,0.02722838137472284,0.006605316018124912
0.57,EEC_Hard_Tomek_0_v1_Train,964,1175,0.5493221131369799,420247,323,78371,555,0.6321184510250569,0.007031903301827028,0.0017577718340086807
0.87,EEC_Hard_Tomek_0_v1_Train_Transformed_100,53,70,0.5691056910569106,420247,323,78371,555,0.6321184510250569,0.007031903301827028,0.0017577718340086807
0.98,EEC_Hard_Tomek_0_v1_Train_Transformed_98,95,69,0.42073170731707316,419779,791,77734,1192,0.6011094301563288,0.01510275447887895,0.00397000176177587
0.99,EEC_Hard_Tomek_0_v1_Train_Transformed_95,157,67,0.29910714285714285,419103,1467,76947,1979,0.5742890307603018,0.025074120061830067,0.006898954145778945
0.58,EEC_Hard_Tomek_0_v1_Test,132,219,0.6239316239316239,180232,13,33800,25,0.6578947368421053,0.0007390983000739098,0.00017751202877563414
0.86,EEC_Hard_Tomek_0_v1_Test_Transformed_100,166,224,0.5743589743589743,180083,162,33553,272,0.6267281105990783,0.008041389504804139,0.002027374223384874
0.98,EEC_Hard_Tomek_0_v1_Test_Transformed_98,39,38,0.4935064935064935,179886,359,33294,531,0.596629213483146,0.015698447893569844,0.0041575185686924835
0.98,EEC_Hard_Tomek_0_v1_Test_Transformed_95,54,34,0.38636363636363635,179574,671,32957,868,0.5640025990903184,0.02566149297856615,0.0071892371654131825
0.89,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Train,1027,1259,0.5507436570428696,415177,5393,67920,11006,0.6711384840539057,0.13944707700884373,0.032831093742492434
0.89,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Train_Transformed_100,1094,1258,0.5348639455782312,414593,5977,67215,11711,0.6620872908186342,0.14837949471656994,0.03541169498854846
0.91,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Train_Transformed_98,998,1193,0.5445002282062985,414988,5582,67688,11238,0.6681331747919144,0.1423865392899678,0.03367394333488156
0.92,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Train_Transformed_95,944,1184,0.556390977443609,415117,5453,67866,11060,0.6697753285290378,0.14013126219496744,0.03305932379838877
0.9,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Test,438,529,0.5470527404343329,178151,2094,29770,4055,0.6594568222475199,0.11988174427198818,0.028724249077404587
0.91,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Test_Transformed_100,396,524,0.5695652173913044,178296,1949,29968,3857,0.6643127798828797,0.11402808573540281,0.027121969449245574
0.93,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Test_Transformed_98,369,494,0.5724217844727694,178453,1792,30169,3656,0.671071953010279,0.10808573540280858,0.025449619283411967
0.94,KBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_v1_Test_Transformed_95,353,492,0.5822485207100592,178469,1776,30191,3634,0.6717190388170056,0.10743532889874353,0.025272107254636335
0.55,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Train,525,599,0.5329181494661922,413849,6721,65295,13631,0.6697621855345912,0.17270607911207966,0.040745071031599855
0.57,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Train_Transformed_100,506,571,0.5301764159702879,413891,6679,65347,13579,0.6703030901372298,0.1720472341180346,0.04055688133638708
0.63,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Train_Transformed_98,447,527,0.5410677618069816,413441,7129,64834,14092,0.6640591866547289,0.17854699338620986,0.04248482470330093
0.67,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Train_Transformed_95,425,473,0.5267260579064588,413777,6793,65211,13715,0.6687634094012093,0.1737703671793832,0.04105738584493169
0.61,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Test,171,212,0.5535248041775457,178178,2067,29669,4156,0.6678450907922224,0.12286770140428677,0.029069930396599244
0.64,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Test_Transformed_100,157,192,0.5501432664756447,178199,2046,29700,4125,0.6684491978609626,0.12195121951219512,0.028827019199327324
0.71,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Test_Transformed_98,143,169,0.5416666666666666,178191,2054,29689,4136,0.6681744749596122,0.12227642276422765,0.02891577521371514
0.75,KBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_v1_Test_Transformed_95,128,156,0.5492957746478874,178210,2035,29716,4109,0.6687825520833334,0.12147819660014782,0.028700892231513057
0.51,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train,862,981,0.5322843190450353,413668,6902,65337,13589,0.6631691962324923,0.1721739350784279,0.041023351538350655
0.55,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_100,764,917,0.5455086258179654,414229,6341,66053,12873,0.6699802227542417,0.16310214631426906,0.038466774508704775
0.68,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_98,624,684,0.5229357798165137,414032,6538,65757,13169,0.6682397117775409,0.16685249474191013,0.03945376939955475
0.72,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_95,587,633,0.5188524590163934,414003,6567,65716,13210,0.6679476159174799,0.1673719686795226,0.03959391066194724
0.55,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test,277,330,0.5436573311367381,178178,2067,29713,4112,0.6654798511085936,0.12156688839615669,0.02886439015275377
0.61,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_100,247,295,0.544280442804428,178186,2059,29725,4100,0.6656924825458679,0.12121212121212122,0.028770962769187648
0.73,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_98,210,229,0.5216400911161732,178164,2081,29692,4133,0.6651110395880271,0.12218773096821878,0.02902788807399449
0.78,OBFC_Hard_Tomek_0_alpha_0_5_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_95,169,219,0.5644329896907216,178230,2015,29783,4042,0.6673270596004622,0.11949741315594974,0.02829448311300042
0.54,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train,929,1058,0.5324609964771012,413363,7207,64763,14163,0.6627515208235845,0.17944657020500215,0.042783125390393514
0.57,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_100,836,1050,0.5567338282078473,413813,6757,65326,13600,0.668074863683254,0.1723133061348605,0.040755081121770745
0.68,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_98,625,773,0.5529327610872675,413750,6820,65233,13693,0.6675279091307951,0.173491625066518,0.041067395935102585
0.71,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_95,651,733,0.5296242774566474,413450,7120,64842,14084,0.6642142991888323,0.17844563261789526,0.042450790396719895
0.59,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test,242,316,0.5663082437275986,178295,1950,29864,3961,0.6701065809507698,0.11710273466371027,0.02761246321296772
0.64,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_100,219,275,0.5566801619433198,178195,2050,29727,4098,0.6665582303188029,0.1211529933481153,0.028719577708226283
0.74,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_98,176,243,0.5799522673031027,178263,1982,29821,4004,0.668894086201136,0.1183739837398374,0.027962815901340685
0.78,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_95,171,220,0.5626598465473146,178230,2015,29772,4053,0.6679301252471984,0.11982261640798227,0.02834586817396179
0.48,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train,878,1094,0.5547667342799188,414566,6004,66591,12335,0.6726102840940074,0.1562856346451106,0.036715008728798626
0.5,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_100,939,1129,0.5459381044487428,413798,6772,65632,13294,0.662513704774245,0.16843625674682614,0.040172493873824815
0.69,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_98,608,759,0.5552304316020483,413943,6627,65812,13114,0.6643027202269388,0.1661556394597471,0.03952183801271682
0.74,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_95,540,682,0.55810147299509,414268,6302,66232,12694,0.6682459465150558,0.16083419912322935,0.03803033457725387
0.51,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test,295,363,0.5516717325227963,178312,1933,29971,3854,0.6659754622429583,0.11393939393939394,0.027033213434857758
0.55,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_100,274,332,0.5478547854785478,178337,1908,29998,3827,0.6673060156931124,0.11314116777531412,0.026790302237585835
0.75,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_98,199,220,0.5250596658711217,178344,1901,30005,3820,0.6677154343646216,0.11293422025129342,0.02672490306908955
0.8,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_95,188,207,0.5240506329113924,178361,1884,30020,3805,0.668834593074354,0.11249076127124907,0.026575419255383752
0.77,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train,1015,1243,0.5504871567759079,415303,5267,68148,10778,0.6717357432221875,0.13655829511187695,0.03212237935839326
0.79,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_100,1104,1172,0.5149384885764499,414558,6012,67232,11694,0.6604540833615723,0.14816410308390138,0.03544773131316367
0.85,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_98,923,1035,0.5286006128702758,414726,5844,67405,11521,0.6634609847394184,0.14597217646909763,0.03476504316350882
0.87,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Train_Transformed_95,852,981,0.5351882160392799,414896,5674,67645,11281,0.6653494544382188,0.14293135341965893,0.033944215769495654
0.78,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test,366,494,0.5744186046511628,178199,2046,29844,3981,0.6605276256844201,0.1176940133037694,0.028154342037651235
0.82,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_100,352,465,0.5691554467564259,178305,1940,29972,3853,0.6651130674952529,0.11390983000739098,0.027061241649927594
0.87,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_98,319,414,0.5648021828103683,178292,1953,29950,3875,0.6648936170212766,0.11456023651145603,0.02722473957116831
0.89,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_1_0_v1_Test_Transformed_95,301,403,0.5724431818181818,178252,1993,29910,3915,0.6626607989167231,0.11574279379157427,0.027598449105432802
0.81,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train,1040,1269,0.5495885664789952,415246,5324,67900,11026,0.6743730886850153,0.13970047892963028,0.032732994858817685
0.81,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_100,1061,1283,0.5473549488054608,415021,5549,67614,11312,0.670897337049997,0.14332412639687808,0.03375602607428288
0.86,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_98,875,1063,0.5485036119711042,415027,5543,67620,11306,0.6710190515757611,0.14324810582064212,0.033732001857872736
0.87,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Train_Transformed_95,824,1047,0.5595938001068947,414696,5874,67251,11675,0.665280072938629,0.14792337125915414,0.03513341448179765
0.82,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test,427,483,0.5307692307692308,178168,2077,29715,4110,0.6642961047357362,0.12150776053215077,0.028901761106180222
0.83,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_100,378,462,0.55,178374,1871,29982,3843,0.6725586279313965,0.11361419068736142,0.026692203484841408
0.88,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_98,317,402,0.5591098748261474,178356,1889,29959,3866,0.671763683753258,0.11429416112342941,0.02688372962115196
0.89,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_1_0_gamma_1_0_5_v1_Test_Transformed_95,337,371,0.5240112994350282,178143,2102,29666,4159,0.6642708832454879,0.12295639320029564,0.029247442425374876
0.68,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train,1086,1305,0.5457967377666249,415164,5406,68114,10812,0.6666666666666666,0.1369890783772141,0.03246872847830613
0.74,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_100,1067,1217,0.5328371278458844,414786,5784,67646,11280,0.6610407876230661,0.1429186833236196,0.034162435735221104
0.83,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_98,834,1005,0.5464926590538336,414969,5601,67882,11044,0.6635025533193151,0.13992854065833818,0.03332359017890033
0.86,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Train_Transformed_95,723,861,0.5435606060606061,415465,5105,68473,10453,0.6718729913870678,0.13244051389909536,0.031147396575748356
0.7,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test,344,405,0.540720961281709,178509,1736,30259,3566,0.6725763862693324,0.1054249815225425,0.024767599383379267
0.75,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_100,320,379,0.542203147353362,178520,1725,30274,3551,0.6730477634571645,0.10498152254249815,0.024646143784743307
0.85,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_98,281,353,0.556782334384858,178288,1957,29980,3845,0.6627025163736643,0.11367331855136734,0.02710328397253235
0.88,OBFC_Hard_Tomek_0_alpha_balanced_gamma_0_0_5_gamma_1_2_0_v1_Test_Transformed_95,251,284,0.5308411214953271,178404,1841,30130,3695,0.6674494219653179,0.10923872875092387,0.02586069977110291
0.7,LRC_Medium_Tomek_0_alpha_0_5_v1_Train,22,35,0.6140350877192983,420502,68,78812,114,0.6263736263736264,0.0014443909484833895,0.00036436728222047826
0.84,LRC_Medium_Tomek_0_alpha_0_5_v1_Train_Transformed_100,22,31,0.5849056603773585,420520,50,78833,93,0.6503496503496503,0.001178318931657502,0.00028628857888751864
0.99,LRC_Medium_Tomek_0_alpha_0_5_v1_Train_Transformed_98,90,96,0.5161290322580645,419926,644,78052,874,0.5757575757575758,0.011073663938372653,0.0030390633758828898
0.99,LRC_Medium_Tomek_0_alpha_0_5_v1_Train_Transformed_95,143,175,0.550314465408805,418848,1722,76812,2114,0.551094890510949,0.026784583027139347,0.007679741179108542
0.66,LRC_Medium_Tomek_0_alpha_0_5_v1_Test,31,29,0.48333333333333334,180164,81,33704,121,0.599009900990099,0.0035772357723577236,0.0009436165740178446
0.86,LRC_Medium_Tomek_0_alpha_0_5_v1_Test_Transformed_100,24,20,0.45454545454545453,180165,80,33704,121,0.6019900497512438,0.0035772357723577236,0.0009389452048395385
0.99,LRC_Medium_Tomek_0_alpha_0_5_v1_Test_Transformed_98,34,43,0.5584415584415584,179951,294,33433,392,0.5714285714285714,0.011589061345158906,0.0032045592563180268
0.99,LRC_Medium_Tomek_0_alpha_0_5_v1_Test_Transformed_95,63,61,0.49193548387096775,179435,810,32920,905,0.5276967930029155,0.026755358462675537,0.008011398140795068
0.93,LRC_Medium_Tomek_0_alpha_balanced_v1_Train,82,117,0.5879396984924623,420507,63,78821,105,0.625,0.0013303600841294376,0.00033633902974197994
0.98,LRC_Medium_Tomek_0_alpha_balanced_v1_Train_Transformed_100,27,29,0.5178571428571429,420565,5,78914,12,0.7058823529411765,0.00015204115247193574,3.4034306581033685e-05
0.99,LRC_Medium_Tomek_0_alpha_balanced_v1_Train_Transformed_98,345,363,0.5127118644067796,419683,887,77797,1129,0.5600198412698413,0.014304538428401287,0.004036068356903759
0.99,LRC_Medium_Tomek_0_alpha_balanced_v1_Train_Transformed_95,490,518,0.5138888888888888,418495,2075,76494,2432,0.5396050587974263,0.030813673567645642,0.009023095280042283
0.92,LRC_Medium_Tomek_0_alpha_balanced_v1_Test,79,81,0.50625,180184,61,33739,86,0.5850340136054422,0.00254249815225425,0.0006866912692110057
0.96,LRC_Medium_Tomek_0_alpha_balanced_v1_Test_Transformed_100,91,94,0.5081081081081081,180157,88,33705,120,0.5769230769230769,0.003547671840354767,0.0009716447890876816
0.99,LRC_Medium_Tomek_0_alpha_balanced_v1_Test_Transformed_98,151,138,0.47750865051903113,179866,379,33344,481,0.5593023255813954,0.014220251293422026,0.004017377493343299
0.99,LRC_Medium_Tomek_0_alpha_balanced_v1_Test_Transformed_95,211,218,0.5081585081585082,179282,963,32787,1038,0.5187406296851574,0.030687361419068738,0.00934740972579063
